"","grpvar","term","grp","condval","condsd"
"151","FlightNumber:FlightOrigin","(Intercept)","FlightNo_39:State_E",0.104083774607139,0.0524943147932126
"152","FlightNumber:FlightOrigin","(Intercept)","FlightNo_4:State_B",-0.0606476085158377,0.0665360687867178
"153","FlightNumber:FlightOrigin","(Intercept)","FlightNo_40:State_E",0.272167007080653,0.0377013314374997
"154","FlightNumber:FlightOrigin","(Intercept)","FlightNo_41:State_E",0.137397605038703,0.044422945785455
"155","FlightNumber:FlightOrigin","(Intercept)","FlightNo_42:State_B",0.369724488207312,0.0459469127935895
"156","FlightNumber:FlightOrigin","(Intercept)","FlightNo_43:State_E",0.686730366434958,0.0437630071874482
"157","FlightNumber:FlightOrigin","(Intercept)","FlightNo_44:State_C",0.147316774858982,0.0498440929332601
"158","FlightNumber:FlightOrigin","(Intercept)","FlightNo_45:State_E",0.147352586044091,0.040545217935925
"159","FlightNumber:FlightOrigin","(Intercept)","FlightNo_47:State_B",0.00175774905383764,0.0983719830569668
"160","FlightNumber:FlightOrigin","(Intercept)","FlightNo_48:State_E",-0.0890164066815311,0.0454398801050776
"161","FlightNumber:FlightOrigin","(Intercept)","FlightNo_49:State_E",-0.234423873162438,0.0515823735627593
"162","FlightNumber:FlightOrigin","(Intercept)","FlightNo_5:State_E",0.00432225788399225,0.240866788880441
"163","FlightNumber:FlightOrigin","(Intercept)","FlightNo_50:State_E",-0.0531468144063084,0.0954433852761603
"164","FlightNumber:FlightOrigin","(Intercept)","FlightNo_51:State_E",0.115099171294724,0.0700922547967878
"165","FlightNumber:FlightOrigin","(Intercept)","FlightNo_52:State_E",-0.0274653629240007,0.045640166548687
"166","FlightNumber:FlightOrigin","(Intercept)","FlightNo_53:State_E",0.174807927555066,0.0794243401064781
"167","FlightNumber:FlightOrigin","(Intercept)","FlightNo_54:State_C",-0.0668323870969235,0.0764256391717277
"168","FlightNumber:FlightOrigin","(Intercept)","FlightNo_55:State_E",-0.0975397371339236,0.0780005937097296
"169","FlightNumber:FlightOrigin","(Intercept)","FlightNo_56:State_E",-0.218772549589418,0.0790132497783835
"170","FlightNumber:FlightOrigin","(Intercept)","FlightNo_57:State_B",-0.17022104483715,0.0578804487048804
"171","FlightNumber:FlightOrigin","(Intercept)","FlightNo_58:State_E",-0.331671634794133,0.0832575874591541
"172","FlightNumber:FlightOrigin","(Intercept)","FlightNo_59:State_B",-0.318946952480903,0.0646330471950432
"173","FlightNumber:FlightOrigin","(Intercept)","FlightNo_6:State_C",0.257079519063532,0.0502310142607608
"174","FlightNumber:FlightOrigin","(Intercept)","FlightNo_60:State_B",0.125587534259445,0.148999483990397
"175","FlightNumber:FlightOrigin","(Intercept)","FlightNo_61:State_E",-0.37339515003412,0.0951013504383075
